Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Insurgent Teen,3/24/2023 19:14,0:00:12,Autoplayed: user action: None; ,Season 1 Cliffhanger Clip: Who Were We Running From?,HOOK,Netflix Windows App - Cadmium Windows Mobile,0:00:12,Not latest view,KE (Kenya)
Insurgent Teen,3/24/2023 14:45,0:03:35,Autoplayed: user action: None; ,The Walking Dead: Season 2: Triggerfinger (Episode 9),,Netflix Windows App - Cadmium Windows Mobile,0:03:35,Not latest view,KE (Kenya)
Insurgent Teen,3/24/2023 13:23,0:42:42,,The Walking Dead: Season 2: Nebraska (Episode 8),,Netflix Windows App - Cadmium Windows Mobile,0:40:52,0:40:52,KE (Kenya)
Insurgent Teen,3/24/2023 13:12,0:11:13,,The Walking Dead: Season 2: Pretty Much Dead Already (Episode 7),,Netflix Windows App - Cadmium Windows Mobile,0:40:45,0:40:45,KE (Kenya)
Insurgent Teen,3/24/2023 12:39,0:03:04,,The Walking Dead: Season 2: Chupacabra (Episode 5),,Netflix Windows App - Cadmium Windows Mobile,0:03:04,0:03:04,KE (Kenya)
Insurgent Teen,3/24/2023 11:25,0:29:46,,The Walking Dead: Season 2: Pretty Much Dead Already (Episode 7),,Netflix Windows App - Cadmium Windows Mobile,0:29:33,Not latest view,KE (Kenya)
Insurgent Teen,3/24/2023 11:05,0:19:51,,The Walking Dead: Season 2: Secrets (Episode 6),,Netflix Windows App - Cadmium Windows Mobile,0:40:51,0:40:51,KE (Kenya)
Insurgent Teen,3/24/2023 11:05,0:00:28,,The Walking Dead: Season 2: Chupacabra (Episode 5),,Netflix Windows App - Cadmium Windows Mobile,0:00:28,Not latest view,KE (Kenya)
Insurgent Teen,3/24/2023 8:46,0:01:35,Autoplayed: user action: None; ,Lauchhammer: Season 1_hook_03_16x9,HOOK,Netflix Windows App - Cadmium Windows Mobile,0:00:00,0:00:00,KE (Kenya)
Insurgent Teen,3/24/2023 7:54,0:21:46,,The Walking Dead: Season 2: Secrets (Episode 6),,Netflix Windows App - Cadmium Windows Mobile,0:22:10,Not latest view,KE (Kenya)
Insurgent Teen,3/24/2023 7:27,0:26:29,,The Walking Dead: Season 2: Chupacabra (Episode 5),,Netflix Windows App - Cadmium Windows Mobile,0:40:48,Not latest view,KE (Kenya)
Insurgent Teen,3/24/2023 7:22,0:00:11,Autoplayed: user action: None; ,Lauchhammer: Season 1_hook_03_16x9,HOOK,Netflix Windows App - Cadmium Windows Mobile,0:00:11,Not latest view,KE (Kenya)
Insurgent Teen,3/24/2023 6:06,0:14:17,,The Walking Dead: Season 2: Chupacabra (Episode 5),,Netflix Windows App - Cadmium Windows Mobile,0:14:32,Not latest view,KE (Kenya)
Insurgent Teen,3/24/2023 5:26,0:39:28,,The Walking Dead: Season 2: Cherokee Rose (Episode 4),,Netflix Windows App - Cadmium Windows Mobile,0:41:19,0:41:19,KE (Kenya)
Insurgent Teen,3/24/2023 5:26,0:00:17,,The Walking Dead: Season 2: Bloodletting (Episode 2),,Netflix Windows App - Cadmium Windows Mobile,0:00:17,0:00:17,KE (Kenya)
Insurgent Teen,3/23/2023 23:12,0:28:05,,The Walking Dead: Season 2: Cherokee Rose (Episode 4),,Netflix Windows App - Cadmium Windows Mobile,0:28:05,Not latest view,KE (Kenya)
Insurgent Teen,3/23/2023 22:33,0:38:48,,The Walking Dead: Season 2: Save the Last One (Episode 3),,Netflix Windows App - Cadmium Windows Mobile,0:41:12,0:41:12,KE (Kenya)
Insurgent Teen,3/23/2023 22:33,0:00:26,,The Walking Dead: Season 2: Bloodletting (Episode 2),,Netflix Windows App - Cadmium Windows Mobile,0:00:26,Not latest view,KE (Kenya)
Insurgent Teen,3/23/2023 21:48,0:02:03,,The Walking Dead: Season 2: Save the Last One (Episode 3),,Netflix Windows App - Cadmium Windows Mobile,0:02:26,Not latest view,KE (Kenya)
Insurgent Teen,3/23/2023 21:38,0:09:21,,The Walking Dead: Season 2: Bloodletting (Episode 2),,Netflix Windows App - Cadmium Windows Mobile,0:40:12,Not latest view,KE (Kenya)
Insurgent Teen,3/23/2023 19:46,0:01:44,Autoplayed: user action: None; ,Season 1 Moment of High Emotion Clip: The Night Agent,HOOK,Netflix Windows App - Cadmium Windows Mobile,0:00:00,0:00:00,KE (Kenya)
Insurgent Teen,3/23/2023 18:45,0:28:35,,The Walking Dead: Season 2: Bloodletting (Episode 2),,Netflix Windows App - Cadmium Windows Mobile,0:39:15,Not latest view,KE (Kenya)
Insurgent Teen,3/23/2023 17:07,0:10:14,,The Walking Dead: Season 2: Bloodletting (Episode 2),,Netflix Windows App - Cadmium Windows Mobile,0:10:40,Not latest view,KE (Kenya)
Insurgent Teen,3/23/2023 15:42,0:00:01,Autoplayed: user action: None; ,The Walking Dead: Season 2: Bloodletting (Episode 2),,Netflix Windows App - Cadmium Windows Mobile,0:00:01,Not latest view,KE (Kenya)
Insurgent Teen,3/23/2023 7:18,0:26:47,,The Walking Dead: Season 2: What Lies Ahead (Episode 1),,Netflix Windows App - Cadmium Windows Mobile,1:00:18,1:00:18,KE (Kenya)
Insurgent Teen,3/23/2023 1:29,0:42:25,,The Walking Dead: Season 2: What Lies Ahead (Episode 1),,Netflix Windows App - Cadmium Windows Mobile,0:42:42,Not latest view,KE (Kenya)
Insurgent Teen,3/23/2023 0:46,0:42:42,,The Walking Dead: Season 1: TS-19 (Episode 6),,Netflix Windows App - Cadmium Windows Mobile,0:43:09,0:43:09,KE (Kenya)
Insurgent Teen,3/23/2023 0:03,0:42:09,,The Walking Dead: Season 1: Wildfire (Episode 5),,Netflix Windows App - Cadmium Windows Mobile,0:42:36,0:42:36,KE (Kenya)
Insurgent Teen,3/22/2023 23:20,0:42:48,,The Walking Dead: Season 1: Vatos (Episode 4),,Netflix Windows App - Cadmium Windows Mobile,0:42:48,0:42:48,KE (Kenya)
Insurgent Teen,3/22/2023 22:38,0:42:29,,The Walking Dead: Season 1: Tell It to the Frogs (Episode 3),,Netflix Windows App - Cadmium Windows Mobile,0:42:57,0:42:57,KE (Kenya)
Insurgent Teen,3/22/2023 21:56,0:41:50,,The Walking Dead: Season 1: Guts (Episode 2),,Netflix Windows App - Cadmium Windows Mobile,0:42:16,0:42:16,KE (Kenya)
Insurgent Teen,3/22/2023 21:11,0:44:08,,The Walking Dead: Season 1: Days Gone Bye (Episode 1),,Netflix Windows App - Cadmium Windows Mobile,0:44:36,0:44:36,KE (Kenya)
Insurgent Teen,3/22/2023 20:47,0:13:58,,The Sinner: Season 1: Cora: Part I (Episode 1),,Netflix Windows App - Cadmium Windows Mobile,0:13:58,0:13:58,KE (Kenya)
Insurgent Teen,3/20/2023 20:22,0:14:17,,Do Your Worst,,Android DefaultWidevineL3Phone Android Phone,1:17:49,1:17:49,KE (Kenya)
Insurgent Teen,3/20/2023 18:56,0:43:29,,Do Your Worst,,Android DefaultWidevineL3Phone Android Phone,1:03:32,Not latest view,KE (Kenya)
Insurgent Teen,3/20/2023 17:00,0:11:02,,Do Your Worst,,Android DefaultWidevineL3Phone Android Phone,0:10:16,Not latest view,KE (Kenya)
Insurgent Teen,3/20/2023 7:06,0:53:52,,Hustle,,Android DefaultWidevineL3Phone Android Phone,0:59:57,0:59:57,KE (Kenya)
Insurgent Teen,3/19/2023 10:05,0:01:29,Autoplayed: user action: None; ,Season 1 Trailer: Maestro in Blue,TRAILER,Netflix Windows App - Cadmium Windows Mobile,0:01:29,0:01:29,KE (Kenya)
Insurgent Teen,3/19/2023 7:59,0:09:13,,The Hockey Girls: Season 1: The Club (Episode 13),,Netflix Windows App - Cadmium Windows Mobile,0:51:37,0:51:37,KE (Kenya)
Insurgent Teen,3/19/2023 6:36,0:55:40,,The Hockey Girls: Season 1: The Match (Episode 12),,Netflix Windows App - Cadmium Windows Mobile,0:56:51,0:56:51,KE (Kenya)
Insurgent Teen,3/19/2023 6:34,0:00:14,,The Hockey Girls: Season 1: The Club (Episode 13),,Netflix Windows App - Cadmium Windows Mobile,0:42:24,Not latest view,KE (Kenya)
Insurgent Teen,3/18/2023 22:55,0:44:56,Autoplayed: user action: None; ,The Hockey Girls: Season 1: The Club (Episode 13),,Netflix Windows App - Cadmium Windows Mobile,0:44:56,Not latest view,KE (Kenya)
Insurgent Teen,3/18/2023 21:34,1:19:48,,The Hockey Girls: Season 1: The Match (Episode 12),,Netflix Windows App - Cadmium Windows Mobile,0:56:50,Not latest view,KE (Kenya)
Insurgent Teen,3/18/2023 20:26,0:52:43,,The Hockey Girls: Season 1: Friends (Episode 11),,Netflix Windows App - Cadmium Windows Mobile,0:51:31,0:51:31,KE (Kenya)
Insurgent Teen,3/18/2023 19:22,0:45:05,,The Hockey Girls: Season 1: Together (Episode 10),,Netflix Windows App - Cadmium Windows Mobile,0:50:05,0:50:05,KE (Kenya)
Insurgent Teen,3/18/2023 19:21,0:00:13,,The Hockey Girls: Season 1: Raquel (Episode 5),,Netflix Windows App - Cadmium Windows Mobile,0:02:13,0:02:13,KE (Kenya)
Insurgent Teen,3/18/2023 18:07,0:00:45,Autoplayed: user action: None; ,Season 1 Moment of High Emotion Clip: Dance 100,HOOK,Netflix Windows App - Cadmium Windows Mobile,0:00:00,0:00:00,KE (Kenya)
Insurgent Teen,3/18/2023 17:27,0:04:05,,The Hockey Girls: Season 1: Together (Episode 10),,Netflix Windows App - Cadmium Windows Mobile,0:05:02,Not latest view,KE (Kenya)
Insurgent Teen,3/18/2023 16:36,0:50:16,,The Hockey Girls: Season 1: Anna & German (Episode 9),,Netflix Windows App - Cadmium Windows Mobile,0:49:53,0:49:53,KE (Kenya)
Insurgent Teen,3/18/2023 15:37,0:51:19,,The Hockey Girls: Season 1: Laila (Episode 8),,Netflix Windows App - Cadmium Windows Mobile,0:51:19,0:51:19,KE (Kenya)
Insurgent Teen,3/18/2023 14:30,0:50:12,,The Hockey Girls: Season 1: Gina (Episode 7),,Netflix Windows App - Cadmium Windows Mobile,0:53:09,0:53:09,KE (Kenya)
Insurgent Teen,3/18/2023 14:28,0:02:01,,The Hockey Girls: Season 1: Raquel (Episode 5),,Netflix Windows App - Cadmium Windows Mobile,0:02:01,Not latest view,KE (Kenya)
Insurgent Teen,3/18/2023 14:28,0:00:05,Autoplayed: user action: None; ,Season 1 Moment of High Emotion Clip: Dance 100,HOOK,Netflix Windows App - Cadmium Windows Mobile,0:00:05,Not latest view,KE (Kenya)
Insurgent Teen,3/18/2023 13:35,0:04:32,,The Hockey Girls: Season 1: Gina (Episode 7),,Netflix Windows App - Cadmium Windows Mobile,0:04:32,Not latest view,KE (Kenya)
Insurgent Teen,3/18/2023 12:33,0:54:09,,The Hockey Girls: Season 1: Flor (Episode 6),,Netflix Windows App - Cadmium Windows Mobile,0:54:09,0:54:09,KE (Kenya)
Insurgent Teen,3/18/2023 11:18,0:48:13,,The Hockey Girls: Season 1: Raquel (Episode 5),,Netflix Windows App - Cadmium Windows Mobile,0:48:14,Not latest view,KE (Kenya)
Insurgent Teen,3/18/2023 10:19,0:48:11,,The Hockey Girls: Season 1: Lorena (Episode 4),,Netflix Windows App - Cadmium Windows Mobile,0:47:34,0:47:34,KE (Kenya)
Insurgent Teen,3/18/2023 10:00,0:14:52,,The Hockey Girls: Season 1: Berta (Episode 3),,Netflix Windows App - Cadmium Windows Mobile,0:47:40,0:47:40,KE (Kenya)
Insurgent Teen,3/17/2023 22:00,0:01:50,Autoplayed: user action: None; ,Season 1 Trailer: Sky High: The Series,TRAILER,Netflix Windows App - Cadmium Windows Mobile,0:00:00,0:00:00,KE (Kenya)
Insurgent Teen,3/17/2023 20:58,0:32:01,,The Hockey Girls: Season 1: Berta (Episode 3),,Netflix Windows App - Cadmium Windows Mobile,0:32:51,Not latest view,KE (Kenya)
Insurgent Teen,3/17/2023 20:39,0:18:09,,The Hockey Girls: Season 1: Anna (Episode 2),,Netflix Windows App - Cadmium Windows Mobile,0:52:35,0:52:35,KE (Kenya)
Insurgent Teen,3/17/2023 20:38,0:00:23,Autoplayed: user action: None; ,Season 1 Trailer: Sky High: The Series,TRAILER,Netflix Windows App - Cadmium Windows Mobile,0:00:23,Not latest view,KE (Kenya)
Insurgent Teen,3/17/2023 8:14,0:19:31,,The Hockey Girls: Season 1: Anna (Episode 2),,Netflix Windows App - Cadmium Windows Mobile,0:35:43,Not latest view,KE (Kenya)
Insurgent Teen,3/17/2023 7:53,0:16:25,,The Hockey Girls: Season 1: Anna (Episode 2),,Netflix Windows App - Cadmium Windows Mobile,0:16:12,Not latest view,KE (Kenya)
Insurgent Teen,3/17/2023 6:52,0:48:27,,The Hockey Girls: Season 1: Emma (Episode 1),,Netflix Windows App - Cadmium Windows Mobile,0:49:27,0:49:27,KE (Kenya)
Insurgent Teen,3/16/2023 20:43,0:01:02,,The Hockey Girls: Season 1: Emma (Episode 1),,Netflix Windows App - Cadmium Windows Mobile,0:01:02,Not latest view,KE (Kenya)
Insurgent Teen,3/16/2023 20:01,0:00:16,Autoplayed: user action: None; ,Season 1 Relatable Clip: La ley de la selva,HOOK,Netflix Windows App - Cadmium Windows Mobile,0:00:16,0:00:16,KE (Kenya)
Insurgent Teen,3/15/2023 21:20,0:06:13,,Hustle,,Android DefaultWidevineL3Phone Android Phone,0:06:13,Not latest view,KE (Kenya)
Insurgent Teen,3/15/2023 21:20,0:00:05,,Do Your Worst,,Android DefaultWidevineL3Phone Android Phone,0:00:05,Not latest view,KE (Kenya)
Insurgent Teen,3/13/2023 16:45,0:01:38,,Your Place or Mine,,Netflix Windows App - Cadmium Windows Mobile,0:02:08,0:02:08,KE (Kenya)
Insurgent Teen,3/12/2023 21:29,0:23:36,,Feel Good: Season 1 (Channel 4): Episode 1,,Netflix Windows App - Cadmium Windows Mobile,0:23:36,0:23:36,KE (Kenya)
Insurgent Teen,3/11/2023 20:51,0:03:27,,Cable Girls: Season 1: Chapter 1: Dreams (Episode 1),,Netflix Windows App - Cadmium Windows Mobile,0:03:27,0:03:27,KE (Kenya)
Insurgent Teen,3/11/2023 20:48,0:00:06,Autoplayed: user action: None; ,Season 1 Batch 2 Moment of High Emotion Clip: The Glory,HOOK,Netflix Windows App - Cadmium Windows Mobile,0:00:06,0:00:06,KE (Kenya)
Insurgent Teen,3/11/2023 15:20,0:03:31,,Gotham: Season 1: Pilot (Episode 1),,Netflix Windows App - Cadmium Windows Mobile,0:03:31,0:03:31,KE (Kenya)
Insurgent Teen,3/11/2023 15:18,0:00:05,Autoplayed: user action: None; ,Season 1 Batch 2 Moment of High Emotion Clip: The Glory,HOOK,Netflix Windows App - Cadmium Windows Mobile,0:00:05,Not latest view,KE (Kenya)
Insurgent Teen,3/11/2023 11:50,0:50:49,,Insatiable: Season 1: Bikinis and Bitches (Episode 5),,Netflix Windows App - Cadmium Windows Mobile,0:50:49,0:50:49,KE (Kenya)
Insurgent Teen,3/11/2023 11:35,0:05:44,,Insatiable: Season 1: WMBS (Episode 4),,Netflix Windows App - Cadmium Windows Mobile,0:49:50,0:49:50,KE (Kenya)
Insurgent Teen,3/11/2023 11:33,0:00:04,Autoplayed: user action: None; ,Season 1 Batch 2 Moment of High Emotion Clip: The Glory,HOOK,Netflix Windows App - Cadmium Windows Mobile,0:00:04,Not latest view,KE (Kenya)
Insurgent Teen,3/11/2023 11:28,0:00:26,,Insatiable: Season 1: WMBS (Episode 4),,Netflix Windows App - Cadmium Windows Mobile,0:44:10,Not latest view,KE (Kenya)
Insurgent Teen,3/10/2023 21:07,0:00:40,Autoplayed: user action: None; ,Moment of High Emotion Clip:  Luther: The Fallen Sun,HOOK,Netflix Windows App - Cadmium Windows Mobile,0:00:00,0:00:00,KE (Kenya)
Insurgent Teen,3/10/2023 19:41,0:44:41,,Insatiable: Season 1: WMBS (Episode 4),,Netflix Windows App - Cadmium Windows Mobile,0:44:41,Not latest view,KE (Kenya)
Insurgent Teen,3/10/2023 18:56,0:44:08,,Insatiable: Season 1: Miss Bareback Buckaroo (Episode 3),,Netflix Windows App - Cadmium Windows Mobile,0:44:08,0:44:08,KE (Kenya)
Insurgent Teen,3/10/2023 18:50,0:05:33,,Insatiable: Season 1: Skinny Is Magic (Episode 2),,Netflix Windows App - Cadmium Windows Mobile,0:37:49,0:37:49,KE (Kenya)
Insurgent Teen,3/10/2023 11:45,0:31:44,,Insatiable: Season 1: Skinny Is Magic (Episode 2),,Netflix Windows App - Cadmium Windows Mobile,0:31:44,Not latest view,KE (Kenya)
Insurgent Teen,3/10/2023 9:49,0:40:07,,Insatiable: Season 1: Pilot (Episode 1),,Netflix Windows App - Cadmium Windows Mobile,0:40:07,0:40:07,KE (Kenya)
Insurgent Teen,3/10/2023 9:08,0:00:23,Autoplayed: user action: None; ,Jane the Virgin: Season 1_hook_primary_16x9,HOOK,Netflix Windows App - Cadmium Windows Mobile,0:00:23,0:00:23,KE (Kenya)
Insurgent Teen,3/10/2023 7:43,0:57:51,,Bodyguard: Season 1: Episode 6,,Netflix Windows App - Cadmium Windows Mobile,1:15:48,1:15:48,KE (Kenya)
Insurgent Teen,3/10/2023 7:12,0:01:50,Autoplayed: user action: None; ,Trailer: Faraway,TRAILER,Netflix Windows App - Cadmium Windows Mobile,0:00:00,0:00:00,KE (Kenya)
Insurgent Teen,3/10/2023 6:42,0:00:01,,Bodyguard: Season 1: Episode 6,,Netflix Windows App - Cadmium Windows Mobile,0:17:57,Not latest view,KE (Kenya)
Insurgent Teen,3/10/2023 5:56,0:00:06,Autoplayed: user action: None; ,Trailer: Faraway,TRAILER,Netflix Windows App - Cadmium Windows Mobile,0:00:06,Not latest view,KE (Kenya)
Insurgent Teen,3/10/2023 5:11,0:14:49,,Bodyguard: Season 1: Episode 6,,Netflix Windows App - Cadmium Windows Mobile,0:17:56,Not latest view,KE (Kenya)
Insurgent Teen,3/10/2023 5:01,0:09:38,,Bodyguard: Season 1: Episode 5,,Netflix Windows App - Cadmium Windows Mobile,0:57:02,0:57:02,KE (Kenya)
Insurgent Teen,3/10/2023 5:00,0:00:05,Autoplayed: user action: None; ,Trailer: Faraway,TRAILER,Netflix Windows App - Cadmium Windows Mobile,0:00:05,Not latest view,KE (Kenya)
Insurgent Teen,3/10/2023 3:00,0:00:03,,You: Season 4: Portrait of the Artist (Episode 2),,Netflix Windows App - Cadmium Windows Mobile,0:00:03,0:00:03,KE (Kenya)
Insurgent Teen,3/9/2023 21:12,0:12:30,,You: Season 4: She's Not There (Episode 9),,Netflix Windows App - Cadmium Windows Mobile,0:12:51,0:12:51,KE (Kenya)
Insurgent Teen,3/9/2023 21:01,0:10:22,,"You: Season 4: Where Are You Going, Where Have You Been? (Episode 8)",,Netflix Windows App - Cadmium Windows Mobile,0:48:21,0:48:21,KE (Kenya)
Insurgent Teen,3/9/2023 15:31,0:03:46,,"You: Season 4: Where Are You Going, Where Have You Been? (Episode 8)",,Netflix Windows App - Cadmium Windows Mobile,0:38:00,Not latest view,KE (Kenya)
Insurgent Teen,3/9/2023 14:07,0:33:26,,"You: Season 4: Where Are You Going, Where Have You Been? (Episode 8)",,Netflix Windows App - Cadmium Windows Mobile,0:34:15,Not latest view,KE (Kenya)
Insurgent Teen,3/9/2023 13:26,0:41:05,,"You: Season 4: Good Man, Cruel World (Episode 7)",,Netflix Windows App - Cadmium Windows Mobile,0:44:01,0:44:01,KE (Kenya)
Insurgent Teen,3/9/2023 10:00,0:02:44,,"You: Season 4: Good Man, Cruel World (Episode 7)",,Netflix Windows App - Cadmium Windows Mobile,0:03:24,Not latest view,KE (Kenya)
Insurgent Teen,3/9/2023 9:07,0:52:29,,You: Season 4: Best of Friends (Episode 6),,Netflix Windows App - Cadmium Windows Mobile,0:51:40,0:51:40,KE (Kenya)
Insurgent Teen,3/9/2023 9:07,0:00:09,Autoplayed: user action: None; ,Season 4 Inciting Incident Clip: You,HOOK,Netflix Windows App - Cadmium Windows Mobile,0:00:09,0:00:09,KE (Kenya)
Insurgent Teen,3/8/2023 11:59,0:45:14,,Bodyguard: Season 1: Episode 5,,Android DefaultWidevineL3Phone Android Phone,0:47:26,Not latest view,KE (Kenya)
Insurgent Teen,3/8/2023 11:06,0:52:39,,Bodyguard: Season 1: Episode 4,,Android DefaultWidevineL3Phone Android Phone,0:55:33,0:55:33,KE (Kenya)
Insurgent Teen,3/8/2023 10:44,0:21:52,,Bodyguard: Season 1: Episode 3,,Android DefaultWidevineL3Phone Android Phone,0:55:53,0:55:53,KE (Kenya)
Insurgent Teen,3/8/2023 8:25,0:00:33,,Bodyguard: Season 1: Episode 3,,Android DefaultWidevineL3Phone Android Phone,0:34:05,Not latest view,KE (Kenya)
Insurgent Teen,3/7/2023 19:43,0:32:09,,Bodyguard: Season 1: Episode 3,,Android DefaultWidevineL3Phone Android Phone,0:33:53,Not latest view,KE (Kenya)
Insurgent Teen,3/7/2023 18:40,0:55:02,,Bodyguard: Season 1: Episode 2,,Android DefaultWidevineL3Phone Android Phone,0:56:41,0:56:41,KE (Kenya)
Insurgent Teen,3/7/2023 17:48,0:50:19,,Bodyguard: Season 1: Episode 1,,Android DefaultWidevineL3Phone Android Phone,0:56:10,0:56:10,KE (Kenya)
Insurgent Teen,3/7/2023 15:25,0:06:24,,Bodyguard: Season 1: Episode 1,,Android DefaultWidevineL3Phone Android Phone,0:06:20,Not latest view,KE (Kenya)
Insurgent Teen,3/7/2023 13:13,1:51:13,,Bullet Train,,Android DefaultWidevineL3Phone Android Phone,2:00:19,2:00:19,KE (Kenya)
Insurgent Teen,3/7/2023 8:43,0:45:21,,You: Season 4: The Fox and the Hound (Episode 5),,Android DefaultWidevineL3Phone Android Phone,0:46:12,0:46:12,KE (Kenya)
Insurgent Teen,3/7/2023 6:55,0:00:06,,Season 3 Teaser 2: You,TEASER_TRAILER,Android DefaultWidevineL3Phone Android Phone,0:00:06,0:00:06,KE (Kenya)
Insurgent Teen,3/6/2023 15:15,0:21:00,,The Strays,,Android DefaultWidevineL3Phone Android Phone,0:20:59,0:20:59,KE (Kenya)
Insurgent Teen,3/6/2023 14:05,0:58:06,,Tonight You're Sleeping with Me,,Android DefaultWidevineL3Phone Android Phone,1:29:01,1:29:01,KE (Kenya)
Insurgent Teen,3/6/2023 13:38,0:00:05,,Season 1 Trailer: Dance 100,TRAILER,Android DefaultWidevineL3Phone Android Phone,0:00:05,0:00:05,KE (Kenya)
Insurgent Teen,3/6/2023 13:38,0:00:10,,The Blacklist: Season 1_hook_primary_16x9,HOOK,Android DefaultWidevineL3Phone Android Phone,0:00:10,0:00:10,KE (Kenya)
Insurgent Teen,3/6/2023 13:37,0:00:05,,Season 4 Part 2 Trailer: You,TRAILER,Android DefaultWidevineL3Phone Android Phone,0:00:05,0:00:05,KE (Kenya)
Insurgent Teen,3/6/2023 12:42,0:00:02,,Tonight You're Sleeping with Me,,Android DefaultWidevineL3Phone Android Phone,0:30:58,Not latest view,KE (Kenya)
Insurgent Teen,3/5/2023 19:59,0:30:59,,Tonight You're Sleeping with Me,,Android DefaultWidevineL3Phone Android Phone,0:30:58,Not latest view,KE (Kenya)
Insurgent Teen,3/5/2023 12:08,0:28:28,,In Love All Over Again: Season 1: Meet cute (Episode 1),,Android DefaultWidevineL3Phone Android Phone,0:28:22,0:28:22,KE (Kenya)
Insurgent Teen,3/5/2023 9:23,0:00:16,,Season 1 Genre Specific Moment Clip: In Love All Over Again,HOOK,Android DefaultWidevineL3Phone Android Phone,0:00:15,0:00:15,KE (Kenya)
Insurgent Teen,3/5/2023 9:21,0:00:12,,Trailer: Tonight You're Sleeping With Me,TRAILER,Android DefaultWidevineL3Phone Android Phone,0:00:12,0:00:12,KE (Kenya)
Insurgent Teen,3/2/2023 15:55,0:56:21,,Sex/Life: Season 2: Heavenly Day (Episode 6),,Netflix Windows App - Cadmium Windows Mobile,0:56:22,0:56:22,KE (Kenya)
Insurgent Teen,3/2/2023 14:34,0:47:58,,Sex/Life: Season 2: Future Starts Today (Episode 5),,Netflix Windows App - Cadmium Windows Mobile,0:47:11,0:47:11,KE (Kenya)
Insurgent Teen,3/2/2023 13:23,0:49:36,,Sex/Life: Season 2: The Weakness in Me (Episode 4),,Netflix Windows App - Cadmium Windows Mobile,0:49:11,0:49:11,KE (Kenya)
Insurgent Teen,3/2/2023 12:19,0:45:20,,Sex/Life: Season 2: Seasons of Love (Episode 3),,Netflix Windows App - Cadmium Windows Mobile,0:45:20,0:45:20,KE (Kenya)
Insurgent Teen,3/2/2023 11:10,0:48:53,,Sex/Life: Season 2: Georgia on My Mind (Episode 2),,Netflix Windows App - Cadmium Windows Mobile,0:48:30,0:48:30,KE (Kenya)
Insurgent Teen,3/2/2023 10:13,0:51:12,,Sex/Life: Season 2: Welcome to New York (Episode 1),,Netflix Windows App - Cadmium Windows Mobile,0:49:20,0:49:20,KE (Kenya)
Insurgent Teen,3/2/2023 9:58,0:01:01,,Season 2 Teaser: Sex/Life,TEASER_TRAILER,Netflix Windows App - Cadmium Windows Mobile,0:01:02,0:01:02,KE (Kenya)
Insurgent Teen,3/2/2023 9:52,0:05:04,,Good Witch: Season 2: What's Your Secret (Episode 9),,Netflix Windows App - Cadmium Windows Mobile,0:39:18,0:39:18,KE (Kenya)
Insurgent Teen,3/2/2023 8:05,0:00:14,Autoplayed: user action: None; ,Inciting Incident Clip: Tonight You're Sleeping With Me,HOOK,Netflix Windows App - Cadmium Windows Mobile,0:00:14,0:00:14,KE (Kenya)
Insurgent Teen,3/2/2023 7:19,0:44:54,,"The Watcher: Season 1: Welcome, Friends (Episode 1)",,Netflix Windows App - Cadmium Windows Mobile,0:45:03,0:45:03,KE (Kenya)
Insurgent Teen,3/1/2023 10:01,0:22:47,,Wanderlust: Season 1: Episode 4,,Netflix Windows App - Cadmium Windows Mobile,0:22:47,0:22:47,KE (Kenya)
Insurgent Teen,3/1/2023 10:00,0:01:10,,Wanderlust: Season 1: Episode 3,,Netflix Windows App - Cadmium Windows Mobile,0:57:25,0:57:25,KE (Kenya)
Insurgent Teen,3/1/2023 7:08,0:00:15,Autoplayed: user action: None; ,Brooklyn Nine-Nine: Season 1_hook_primary_16x9,HOOK,Netflix Windows App - Cadmium Windows Mobile,0:00:00,0:00:00,KE (Kenya)
Insurgent Teen,2/28/2023 19:03,0:28:49,,Wanderlust: Season 1: Episode 3,,Netflix Windows App - Cadmium Windows Mobile,0:58:18,Not latest view,KE (Kenya)
Insurgent Teen,2/27/2023 19:21,0:19:44,,Wanderlust: Season 1: Episode 3,,Netflix Windows App - Cadmium Windows Mobile,0:31:48,Not latest view,KE (Kenya)
Insurgent Teen,2/27/2023 18:36,0:12:48,,Wanderlust: Season 1: Episode 3,,Netflix Windows App - Cadmium Windows Mobile,0:12:07,Not latest view,KE (Kenya)
Insurgent Teen,2/27/2023 18:36,0:00:01,,Wanderlust: Season 1: Episode 3,,Netflix Windows App - Cadmium Windows Mobile,0:00:00,Not latest view,KE (Kenya)
Insurgent Teen,2/27/2023 17:51,0:44:02,,Wanderlust: Season 1: Episode 2,,Netflix Windows App - Cadmium Windows Mobile,0:55:53,0:55:53,KE (Kenya)
Insurgent Teen,2/27/2023 12:31,0:14:40,,Wanderlust: Season 1: Episode 2,,Netflix Windows App - Cadmium Windows Mobile,0:12:05,Not latest view,KE (Kenya)
Insurgent Teen,2/27/2023 11:29,0:56:12,,Wanderlust: Season 1: Episode 1,,Netflix Windows App - Cadmium Windows Mobile,0:56:58,0:56:58,KE (Kenya)
Insurgent Teen,2/26/2023 11:13,0:00:04,Autoplayed: user action: None; ,Season 1 Relatable Clip: Murdaugh Murders: A Southern Scandal,HOOK,Netflix Windows App - Cadmium Windows Mobile,0:00:04,0:00:04,KE (Kenya)
